year,event_rank,event_text,source_url,source_element_index
1965,18,"On September 8, 1965, Bert Campaneris of the Athletics became the first player in Major League history to play all nine positions during a game.",https://www.baseball-almanac.com/yearly/yr1965a.shtml,79
1965,19,"On September 16, 1965, Dave Morehead of the Boston Red Sox tossed a 2-0 no-hitter versus the Cleveland Indians. Morehead came within one walk (Rocky Colavito) of a perfect game! But, did you know that following the game team owners fired General Manager Pinky Higgins and replaced him with Dick O'Connell?",https://www.baseball-almanac.com/yearly/yr1965a.shtml,80
1965,12,"""There are four-hundred ninety-nine major league ballplayers. Then there's Willie Mays"" - Unknown",https://www.baseball-almanac.com/yearly/yr1965n.shtml,72
1965,18,"On April 12, 1965, the Houston Astrodome hosted its first regular season game. Dick Allen of the Phillies hit the first home run which drove in 2 runs and ultimately defeated the home town Astros 2-0.",https://www.baseball-almanac.com/yearly/yr1965n.shtml,78
1965,19,"On August 19, 1965, Jim Maloney of the Reds pitched against the Cubs who took him into extra innings, but Leo Cardenas went deep to give Maloney his first no hitter.",https://www.baseball-almanac.com/yearly/yr1965n.shtml,79
1965,20,"On September 13, 1965, Willie Mays became the fifth member of the 500 Home Runs Club when he blasted a Don Nottebart pitch in the Astrodome over the outfield wall.",https://www.baseball-almanac.com/yearly/yr1965n.shtml,80
1966,1,"After murdering both his wife and mother, serial sniper Charles Whitman ascended to the observation deck at Austin's University of Texas tower killing fourteen people and injuring thirty-one others during a ninety-minute shooting spree. He was eventually shot and killed himself after a civilian and two police officers stormed the tower and overpowered him.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,59
1966,2,"The first U.S. manned space flights, Gemini 8 thru 12, were launched in preparation for man's eventual trip to the moon. Following the pioneering Mercury program and preceding the Apollo missions, Gemini flights were specifically developed to learn how to maneuver a spacecraft into orbit and rendezvous with other docking vehicles.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,61
1966,3,"On July 29th, Mickey Mantle hit his four-hundred ninety-fourth homerun off of Chicago White Sox ace Bruce Howard moving himself ahead of fellow Yankee Lou Gehrig for sixth place on the all-time list. Teammate Al Downing sweetened the deal with a clutch 2-1 performance on the mound.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,62
1966,4,"Baltimore Orioles slugger ""Boog"" Powell astonished the crowd at Fenway Park after hitting not one, not two, but three, opposite-field homers OVER the ""Green Monster"" on the way to a 4-3, victory in which he totaled thirteen bases himself. Powell would also go on to become the first player ever to appear in the Little League World Series as well as the Major League version.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,63
1966,5,"Teammate Frank Robinson was unanimously voted as the American League MVP becoming the first player to win the title in both the American and National Leagues since the Baseball Writers Association took it over in 1931. Robinson, who also won the American League Triple Crown, was also voted most valuable player in 1961 as a member of the Cincinnati Reds.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,64
1966,6,"Tony Cloninger, of the recently transplanted Atlanta Braves, became the first National League pitcher to ever hit two grand-slams in a single game during a July 3rd, 17-3 triumph over the San Francisco Giants. Cloninger's first slam came off of rival pitcher Bob Priddy in the first, and then in the fourth he added another off of Ray Sadecki.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,65
1966,7,"Willie Mays moved up to #2 (behind Babe Ruth) on the all-time list with his five-hundred thirty-fifth career home run, off of Ray Washburn, as the San Francisco Giants topped the St. Louis Cardinals 4-3 on August 17th.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,66
1966,8,"Major League Baseball's first African-American umpire, Emmett Ashford made his debut on Opening Day as the American League's Washington Senators lost to the visiting Cleveland Indians 5-2.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,68
1966,9,Ted Williams used a portion of his Hall of Fame induction speech to plead for the inclusion of Negro League players including Satchel Paige and Josh Gibson into the Baseball Hall of Fame.,https://www.baseball-almanac.com/yearly/yr1966a.shtml,69
1966,10,"The infield at Houston's Astrodome became the first to be replaced by the new experimental surface known as ""Astroturf"". In the first game ever to be played on the artificial grass, the visiting Los Angeles Dodgers prevailed over the home team 6-3.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,70
1966,11,"""Probably the most dramatic change in pitching I've observed in my years in baseball has been the disappearance of the knockdown or brushback pitch. This is why record numbers of home runs are flying out of ballparks, why earned run averages are soaring, and why there are so few twenty game winners in the majors."" - Frank Robinson",https://www.baseball-almanac.com/yearly/yr1966a.shtml,72
1966,12,← 1965 | 1966 Hitting Statistics League Leaders | 1967 →,https://www.baseball-almanac.com/yearly/yr1966a.shtml,73
1966,13,← 1965 | 1966 Pitching Statistics League Leaders | 1967 →,https://www.baseball-almanac.com/yearly/yr1966a.shtml,74
1966,14,1966 All-Star Game | 1966 Team Standings | 1966 World Series,https://www.baseball-almanac.com/yearly/yr1966a.shtml,75
1966,15,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1966a.shtml,76
1966,16,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1966a.shtml,77
1966,17,"On April 11, 1966, Emmett Ashford made history as the first black umpire in Major League Baseball, officiating an American League game where the Cleveland Indians triumphed over the Washington Senators 5-2 at D.C. Stadium.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,78
1966,18,"Frank Robinson can give part credit during this Triple Crown season to Andy Etchebarren. Why? Because Andy saved Robinson from drowning at a pool party on August 22, 1966.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,79
1966,19,"Records for most pitches during a game are not kept or are they considered official; however, Denny McLain might be in the top ten. On August 29, 1966, McLain threw 229 pitches in a nine walk, eight hit, 6-3 victory versus the Orioles.",https://www.baseball-almanac.com/yearly/yr1966a.shtml,80
1966,11,"""You know, I never had a cross word with anybody in 15 years in Milwaukee. Everybody had fun. We'd get to the park 2 or 3 hours early, sit around 2 or 3 hours after the game. Boy, that was enjoyable."" - Eddie Mathews",https://www.baseball-almanac.com/yearly/yr1966n.shtml,72
1966,17,"On April 12, 1966, baseball made its debut in Atlanta, Georgia when the Milwaukee Braves moved their ""home"" to Fulton County Stadium. Nearly a quarter-million fans watch the pre-game parade and 50,671 fans attended the inaugural game where the Pirates won 3-2 on a 13th inning Willie Stargell home run.",https://www.baseball-almanac.com/yearly/yr1966n.shtml,78
1966,18,"On April 24, 1966, Willie Mays tied Mel Ott for the National League record for career home runs when he hit his 511th long ball. On May 4, 1966, Claude Osteen of the Dodgers served up the record breaker and Mays stood at the top of the senior circuit.",https://www.baseball-almanac.com/yearly/yr1966n.shtml,79
1967,1,"The entire crew of the Apollo One spacecraft including Virgil Grissom, Edward White and Roger Chaffee were killed during a pre-launch rehearsal after fire swept through their Saturn rocket as it sat on its launching pad. The tragedy marked the first deaths of any astronaut while actively engaged in the American space program.",https://www.baseball-almanac.com/yearly/yr1967n.shtml,59
1967,2,"On May 30th, New York Yankees lefty Whitey Ford surprisingly announced his retirement after struggling for several weeks due to a bone spur on his throwing elbow. The perennial ace finished his career with an amazing 236-109 record, a 2.75 lifetime ERA, ten World Series wins and the highest career winning percentage (.690) of any modern pitcher.",https://www.baseball-almanac.com/yearly/yr1967n.shtml,62
1967,3,The Washington Senators managed to fight off exhaustion long enough to beat the Chicago White Sox 6-5 during a twenty-two inning contest that lasted six hours and thirty-eight minutes. The June 12th marathon set the record for the longest night game in American League history.,https://www.baseball-almanac.com/yearly/yr1967n.shtml,63
1967,4,"New York Yankees team president Mike Burke announced that ""The House That Ruth Built"" (also known as Yankee Stadium) would undergo its first major renovation at an estimated cost of $1.5 million dollars. The Mets agreed to allow the Bronx Bombers to use Shea Stadium while their park was getting the facelift.",https://www.baseball-almanac.com/yearly/yr1967n.shtml,64
1967,5,"St. Louis Cardinal and single-season home run champion Roger Maris hit a ""one in a million"" shot against the Pittsburgh Pirates for his first National League round-tripper. Unbelievably, Maris, who wore number 9, hit a ball into Seat 9, located in Row 9 during a game on May 9th.",https://www.baseball-almanac.com/yearly/yr1967n.shtml,65
1967,6,"The Chicago Cubs and New York Mets combined for eleven home runs (Cubs eight, Mets three) during the second game of a June 11th doubleheader. The unexpected ""home run derby"" tied a Major League record originally set by the Detroit Tigers and New York Yankees in 1950.",https://www.baseball-almanac.com/yearly/yr1967n.shtml,66
1967,7,"After an eleven-hour debate, the American League owners approved the move of Charles Finley's Athletics from Kansas City to Oakland. The junior circuit also mandated the expansion of the league with a deadline of 1971, guaranteeing a new franchise in both Kansas City and Seattle by that time.",https://www.baseball-almanac.com/yearly/yr1967n.shtml,68
1967,8,"The National League owners also agreed to a two team expansion and explored the possibilities of putting the new teams in Milwaukee, Dallas, Montreal, Toronto, Buffalo and / or San Diego.",https://www.baseball-almanac.com/yearly/yr1967n.shtml,69
1967,9,"St. Louis Cardinal Orlando Cepeda became the first National League MVP to be voted for unanimously while the American League MVP, Boston Red Sox slugger Carl Yastrzemski, won the Triple-Crown and led the American League in batting average (.326), slugging average (.622), home runs (tied with Harmon Killebrew with forty-four), RBIs (one-hundred twenty-one) and hits (one-hundred eighty-nine).",https://www.baseball-almanac.com/yearly/yr1967n.shtml,70
